,establishment_id,establishment_name,establishment_type,infraction_details,inspection_date,latitude_x,longitude_x,minimum_inspections_peryear,severity,insp_year,insp_month,attributes.AcceptsInsurance,attributes.AgesAllowed,attributes.Alcohol,attributes.Ambience.casual,attributes.Ambience.classy,attributes.Ambience.hipster,attributes.Ambience.intimate,attributes.Ambience.romantic,attributes.Ambience.touristy,attributes.Ambience.trendy,attributes.Ambience.upscale,attributes.BestNights.friday,attributes.BestNights.monday,attributes.BestNights.saturday,attributes.BestNights.sunday,attributes.BestNights.thursday,attributes.BestNights.tuesday,attributes.BestNights.wednesday,attributes.BikeParking,attributes.BusinessAcceptsBitcoin,attributes.BusinessAcceptsCreditCards,attributes.BusinessParking.garage,attributes.BusinessParking.lot,attributes.BusinessParking.street,attributes.BusinessParking.valet,attributes.BusinessParking.validated,attributes.ByAppointmentOnly,attributes.Caters,attributes.CoatCheck,attributes.DietaryRestrictions.gluten-free,attributes.DietaryRestrictions.halal,attributes.DietaryRestrictions.kosher,attributes.DietaryRestrictions.vegan,attributes.DietaryRestrictions.vegetarian,attributes.DogsAllowed,attributes.DriveThru,attributes.GoodForDancing,attributes.GoodForKids,attributes.GoodForMeal.breakfast,attributes.GoodForMeal.brunch,attributes.GoodForMeal.dessert,attributes.GoodForMeal.dinner,attributes.GoodForMeal.latenight,attributes.GoodForMeal.lunch,attributes.HairSpecializesIn.kids,attributes.HairSpecializesIn.straightperms,attributes.HappyHour,attributes.HasTV,attributes.Music.background_music,attributes.Music.dj,attributes.Music.jukebox,attributes.Music.karaoke,attributes.Music.live,attributes.Music.no_music,attributes.Music.video,attributes.NoiseLevel,attributes.Open24Hours,attributes.OutdoorSeating,attributes.RestaurantsAttire,attributes.RestaurantsCounterService,attributes.RestaurantsDelivery,attributes.RestaurantsGoodForGroups,attributes.RestaurantsPriceRange2,attributes.RestaurantsReservations,attributes.RestaurantsTableService,attributes.RestaurantsTakeOut,attributes.Smoking,attributes.WheelchairAccessible,attributes.WiFi,categories,city,neighborhood,review_count,stars,Monday Start_time,Tuesday Start_time,Wednesday Start_time,Thursday Start_time,Friday Start_time,Saturday Start_time,Sunday Start_time,Monday Close_time,Tuesday Close_time,Wednesday Close_time,Thursday Close_time,Friday Close_time,Saturday Close_time,Sunday Close_time,insp_day,insp_day_of_week
10,10345766,queen victoria's pub & catering,Restaurant,,2018-06-25,43.776063335799996,-79.2746307228,2,NA - Not Applicable,2018,6,0,allages,full_bar,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,average,0.0,1.0,casual,0.0,0.0,1.0,2.0,1.0,1.0,1.0,outdoor,0.0,free,"['Bars', 'Pubs', 'Sports Bars', 'Restaurants', 'Nightlife', 'British']",Toronto,Scarborough,12,3.5,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,25,0
11,10575960,new college,Cafeteria,Operator fail to properly maintain rooms,2018-06-25,43.661495,-79.40098,2,M - Minor,2018,6,0,allages,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,"['Real Estate', 'Home Services', 'University Housing']",Toronto,University of Toronto,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,25,0
12,9384323,ten ren's tea,Food Take Out,,2018-06-25,43.7762918562,-79.25802190479999,1,NA - Not Applicable,2018,6,0,allages,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,,"['Food', 'Coffee & Tea']",Toronto,Scarborough,7,2.5,10.072541507024265,10.225538971807628,10.225538971807628,10.225538971807628,10.225538971807628,10.225538971807628,10.225538971807628,16.019667943805874,16.13717128642502,16.13717128642502,16.13717128642502,16.13717128642502,16.13717128642502,16.13717128642502,25,0
13,10561566,jacky's seafood restaurant,Restaurant,OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II),2018-06-25,43.809302652700005,-79.2903465402,2,S - Significant,2018,6,0,allages,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,casual,0.0,1.0,1.0,2.0,1.0,1.0,1.0,,0.0,,"['Seafood', 'Chinese', 'Restaurants']",Toronto,Milliken,5,1.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25,0
14,9384535,osler fish warehouse,Fish Shop,,2018-06-25,43.665108000000004,-79.45721,2,NA - Not Applicable,2018,6,0,allages,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,,0.0,,"['Food', 'Specialty Food', 'Seafood Markets']",Toronto,The Junction,6,5.0,10.072541507024265,10.225538971807628,10.225538971807628,10.225538971807628,10.225538971807628,10.225538971807628,10.225538971807628,16.019667943805874,16.137171286425016,16.137171286425016,16.137171286425016,16.137171286425016,16.137171286425016,16.137171286425016,25,0
15,10561801,burger king,Restaurant,Operator fail to properly wash equipment,2018-06-25,43.658108,-79.39893000000002,2,M - Minor,2018,6,0,allages,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,casual,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,1.0,free,"['Restaurants', 'Hot Dogs', 'Burgers', 'Fast Food']",Toronto,Chinatown,6,2.0,10.072541507024267,10.225538971807628,10.225538971807628,10.225538971807628,10.225538971807628,10.225538971807628,10.225538971807628,16.019667943805874,16.13717128642502,16.13717128642502,16.13717128642502,16.13717128642502,16.13717128642502,16.13717128642502,25,0
16,10637447,greenfield grocery,Food Store (Convenience / Variety),,2018-06-25,43.65341,-79.45181,1,NA - Not Applicable,2018,6,0,allages,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,"['Laundry Services', 'Local Services', 'Dry Cleaning & Laundry']",Toronto,High Park,3,2.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,19.0,19.0,19.0,19.0,19.0,18.0,19.0,25,0
17,10575378,junction local,Restaurant,,2018-06-22,43.66567187840001,-79.4724117991,2,NA - Not Applicable,2018,6,0,allages,full_bar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,average,0.0,0.0,casual,0.0,0.0,1.0,3.0,1.0,1.0,1.0,no,0.0,free,"['Bars', 'Restaurants', 'Barbeque', 'Nightlife', 'Southern', 'Cajun/Creole', 'Breakfast & Brunch']",Toronto,The Junction,33,3.5,17.0,12.0,12.0,12.0,12.0,10.0,10.0,23.0,15.0,15.0,15.0,15.0,1.0,22.0,22,4
18,10469448,kekou,Food Take Out,,2018-06-22,43.65605,-79.392746,2,NA - Not Applicable,2018,6,0,allages,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,no,"['Desserts', 'Cafes', 'Food', 'Ice Cream & Frozen Yogurt', 'Restaurants']",Toronto,Downtown Core,363,4.5,12.0,12.0,12.0,12.0,12.0,12.0,12.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22,4
19,10578897,jimmy's coffee,Food Take Out,,2018-06-22,43.655663,-79.39222,2,NA - Not Applicable,2018,6,0,allages,none,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,average,0.0,0.0,casual,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,free,"['Coffee & Tea', 'Food', 'Cafes', 'Restaurants']",Toronto,Downtown Core,7,4.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,19.0,19.0,19.0,19.0,19.0,19.0,18.0,22,4
20,10526485,sharetea,Restaurant,Operator fail to properly wash surfaces in rooms,2018-06-22,43.6565571028,-79.37797317350001,2,M - Minor,2018,6,0,allages,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,free,"['Food', 'Tea Rooms', 'Cafes', 'Coffee & Tea', 'Restaurants', 'Bubble Tea', 'Juice Bars & Smoothies']",Toronto,Ryerson,29,4.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,22,4
21,10575383,al pastor authentic mexican taquieria,Food Take Out,Operator fail to properly maintain rooms,2018-06-22,43.66571265899999,-79.4689226759,2,M - Minor,2018,6,0,allages,none,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,average,0.0,0.0,casual,0.0,0.0,1.0,2.0,0.0,0.0,1.0,,0.0,,"['Restaurants', 'Mexican']",Toronto,The Junction,42,3.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,21.0,21.0,22.0,22.0,22.0,22.0,21.0,22,4
22,10567914,the ten spot,Cocktail Bar / Beverage Room,Fail to Hold a Valid Food Handler's Certificate. Muncipal Code Chapter 545-157(17)(b),2018-06-22,43.71218533890001,-79.3992693867,1,NA - Not Applicable,2018,6,0,allages,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,,"['Hair Removal', 'Beauty & Spas', 'Waxing', 'Nail Salons', 'Skin Care']",Toronto,Yonge and Eglinton,11,4.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,20.0,20.0,20.0,21.0,21.0,20.0,18.0,22,4
23,10498503,dairy queen,Food Take Out,,2018-06-22,43.767227,-79.41230999999998,2,NA - Not Applicable,2018,6,0,allages,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,average,0.0,0.0,casual,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,,"['Desserts', 'Food', 'Burgers', 'Restaurants']",North York,Willowdale,9,3.0,10.072541507024265,10.225538971807628,10.225538971807628,10.225538971807628,10.225538971807628,10.225538971807628,10.225538971807628,16.019667943805874,16.13717128642502,16.13717128642502,16.13717128642502,16.13717128642502,16.13717128642502,16.13717128642502,22,4
24,10510668,island spice flavour,Food Take Out,,2018-06-22,43.7870469007,-79.258320879,2,NA - Not Applicable,2018,6,0,allages,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,casual,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,,"['Restaurants', 'Canadian (New)', 'Caribbean']",Scarborough,Scarborough,8,4.0,10.072541507024265,10.225538971807628,10.225538971807628,10.225538971807628,10.225538971807628,10.225538971807628,10.225538971807628,16.019667943805874,16.137171286425016,16.137171286425016,16.137171286425016,16.137171286425016,16.137171286425016,16.137171286425016,22,4
